Date,Brand,Type,Publisher,Product,Direct to retailer link,Status,Commission,Payment
5/14/25,"Athleta","Sale commission","Tiffany Wendel","High-Rise Denim Bermuda Short","https://rstyle.me/+M7qw90q2ExsO-dTpiJXqLQ","Open","$3.05",""
5/14/25,"Athleta","Sale commission","Tiffany Wendel","High-Rise Denim Bermuda Short","https://rstyle.me/+M7qw90q2ExsO-dTpiJXqLQ","Open","$3.05",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$3.36",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$16.66",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$6.93",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.36",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$6.93",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$16.66",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.36",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.57",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.36",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$3.43",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$2.03",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$2.03",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$2.03",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$2.03",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$2.03",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$2.03",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$20.86",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$20.86",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$3.43",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$19.46",""
5/14/25,"Free People (Global - UK&FR Excluded)","Sale return","Tiffany Wendel","MOTHER The Half-Pipe Bermuda Fray Shorts","https://rstyle.me/+USocJ7ACi9Jp3FwklDCzJQ","Open","-$36.12",""
5/14/25,"Free People (Global - UK&FR Excluded)","Sale commission","Tiffany Wendel","MOTHER The Half-Pipe Bermuda Fray Shorts","https://rstyle.me/+USocJ7ACi9Jp3FwklDCzJQ","Open","$36.12",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$3.43",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$16.66",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$16.66",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$6.86",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$6.86",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$16.66",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$16.66",""
5/14/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$5.46",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$5.46",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$8.26",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$2.66",""
5/14/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$2.66",""
5/14/25,"Zara US","Sale return","Tiffany Wendel","ZW COLLECTION COTTON PLEATED SHORTS","https://rstyle.me/+rMvC4sSIXR99QoeCb5R2sQ","Open","-$62.84",""
5/14/25,"Zara US","Sale commission","Tiffany Wendel","ZW COLLECTION COTTON PLEATED SHORTS","https://rstyle.me/+rMvC4sSIXR99QoeCb5R2sQ","Open","$62.84",""
5/14/25,"J. Crew US","Sale commission","Tiffany Wendel","Barn Jacket&trade; in canvas","https://rstyle.me/+OgNJrooxWBk7f4WMUmcbsQ","Open","$4.52",""
5/14/25,"Amazon (US)","Sale return","Tiffany Wendel","","","Closed","-$4.47",""
5/14/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Closed","$4.89",""
5/14/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Closed","$16.39",""
5/14/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Closed","$0.84",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$3.43",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$5.18",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$3.43",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$6.23",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$4.83",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$4.76",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$3.43",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$3.43",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$3.43",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$4.76",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$5.18",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$4.83",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$6.23",""
5/13/25,"Zara US","Sale return","Tiffany Wendel","ZW COLLECTION COTTON PLEATED SHORTS","https://rstyle.me/+rMvC4sSIXR99QoeCb5R2sQ","Open","-$1.19",""
5/13/25,"Zara US","Sale commission","Tiffany Wendel","ZW COLLECTION COTTON PLEATED SHORTS","https://rstyle.me/+rMvC4sSIXR99QoeCb5R2sQ","Open","$9.63",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"adidas (US)","Sale return","Tiffany Wendel","adidas Samba Spikeless Golf Shoes - White | Free Shipping with adiClub | adidas US","https://rstyle.me/+flYBwxUwG7h-jjkdjYlZ-w","Open","-$23.10",""
5/13/25,"adidas (US)","Sale commission","Tiffany Wendel","adidas Samba Spikeless Golf Shoes - White | Free Shipping with adiClub | adidas US","https://rstyle.me/+flYBwxUwG7h-jjkdjYlZ-w","Open","$23.10",""
5/13/25,"Shopbop","Sale commission","Tiffany Wendel","STAUD Dolce One Piece | Shopbop","","Open","$7.98",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","-$3.43",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Farfetch Global","Sale return","Tiffany Wendel","wool trousers","https://rstyle.me/+8Xecpc4xfOrFc-p53A7edg","Open","-$29.26",""
5/13/25,"Farfetch Global","Sale return","Tiffany Wendel","wool trousers","https://rstyle.me/+8Xecpc4xfOrFc-p53A7edg","Open","-$32.48",""
5/13/25,"Farfetch Global","Sale commission","Tiffany Wendel","wool trousers","https://rstyle.me/+8Xecpc4xfOrFc-p53A7edg","Open","$29.26",""
5/13/25,"Farfetch Global","Sale commission","Tiffany Wendel","wool trousers","https://rstyle.me/+8Xecpc4xfOrFc-p53A7edg","Open","$32.48",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Zella Road Trip Crinkle Nylon Shorts | Nordstrom","https://rstyle.me/+cBMJ5q4d9oldW7aGXyo-Bw","Open","$3.43",""
5/13/25,"Revolve Clothing (Global)","Sale return","Tiffany Wendel","Helsa High Waist Pleated Suit Trouser in Black from Revolve.com","https://rstyle.me/+AYTM0DydROJatVphwWosUQ","Open","-$27.09",""
5/13/25,"Revolve Clothing (Global)","Sale commission","Tiffany Wendel","Helsa High Waist Pleated Suit Trouser in Black from Revolve.com","https://rstyle.me/+AYTM0DydROJatVphwWosUQ","Open","$27.09",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$1.19",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$1.61",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$1.19",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$1.47",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$2.03",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$1.47",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$1.61",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$1.19",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$1.19",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$2.03",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$1.61",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$1.61",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$2.45",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$3.29",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$3.71",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$1.61",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$3.71",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$2.45",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$3.29",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$1.61",""
5/13/25,"Shopbop","Sale return","Tiffany Wendel","Wolford Forming Thong String Bodysuit | Shopbop","","Open","-$18.06",""
5/13/25,"Shopbop","Sale return","Tiffany Wendel","Wolford Forming Thong String Bodysuit | Shopbop","","Open","-$18.06",""
5/13/25,"Shopbop","Sale commission","Tiffany Wendel","Wolford Forming Thong String Bodysuit | Shopbop","","Open","$18.06",""
5/13/25,"Shopbop","Sale commission","Tiffany Wendel","Wolford Forming Thong String Bodysuit | Shopbop","","Open","$18.06",""
5/13/25,"Shopbop","Sale commission","Tiffany Wendel","Wolford Forming Thong String Bodysuit | Shopbop","","Open","$18.06",""
5/13/25,"Zara US","Sale commission","Tiffany Wendel","LINEN BLEND KNIT SWEATER","https://rstyle.me/+ayJhZMzGg9gcg5TkZP3lRQ","Open","$7.63",""
5/13/25,"Madewell","Sale return","Tiffany Wendel","Gwen lace-trim slip skirt in textured satin","https://rstyle.me/+nPJOcIU50-VTjq7GUOLSDw","Open","-$6.09",""
5/13/25,"Madewell","Sale return","Tiffany Wendel","Gwen lace-trim slip skirt in textured satin","https://rstyle.me/+nPJOcIU50-VTjq7GUOLSDw","Open","-$6.09",""
5/13/25,"Madewell","Sale return","Tiffany Wendel","Gwen lace-trim slip skirt in textured satin","https://rstyle.me/+nPJOcIU50-VTjq7GUOLSDw","Open","-$5.46",""
5/13/25,"Madewell","Sale return","Tiffany Wendel","Gwen lace-trim slip skirt in textured satin","https://rstyle.me/+nPJOcIU50-VTjq7GUOLSDw","Open","-$19.74",""
5/13/25,"Madewell","Sale return","Tiffany Wendel","Gwen lace-trim slip skirt in textured satin","https://rstyle.me/+nPJOcIU50-VTjq7GUOLSDw","Open","-$10.29",""
5/13/25,"Madewell","Sale commission","Tiffany Wendel","Gwen lace-trim slip skirt in textured satin","https://rstyle.me/+nPJOcIU50-VTjq7GUOLSDw","Open","$10.29",""
5/13/25,"Madewell","Sale commission","Tiffany Wendel","Gwen lace-trim slip skirt in textured satin","https://rstyle.me/+nPJOcIU50-VTjq7GUOLSDw","Open","$6.09",""
5/13/25,"Madewell","Sale commission","Tiffany Wendel","Gwen lace-trim slip skirt in textured satin","https://rstyle.me/+nPJOcIU50-VTjq7GUOLSDw","Open","$5.46",""
5/13/25,"Madewell","Sale commission","Tiffany Wendel","Gwen lace-trim slip skirt in textured satin","https://rstyle.me/+nPJOcIU50-VTjq7GUOLSDw","Open","$6.09",""
5/13/25,"Madewell","Sale commission","Tiffany Wendel","Gwen lace-trim slip skirt in textured satin","https://rstyle.me/+nPJOcIU50-VTjq7GUOLSDw","Open","$19.74",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$6.16",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$6.16",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","The Icon Blazer","https://rstyle.me/+saUfqNO5ufXGdoMfqNKQkw","Open","-$6.27",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","The Icon Blazer","https://rstyle.me/+saUfqNO5ufXGdoMfqNKQkw","Open","-$5.57",""
5/13/25,"Nordstrom","Sale return","Tiffany Wendel","The Icon Blazer","https://rstyle.me/+saUfqNO5ufXGdoMfqNKQkw","Open","-$5.57",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","The Icon Blazer","https://rstyle.me/+saUfqNO5ufXGdoMfqNKQkw","Open","$6.27",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","The Icon Blazer","https://rstyle.me/+saUfqNO5ufXGdoMfqNKQkw","Open","$5.57",""
5/13/25,"Nordstrom","Sale commission","Tiffany Wendel","The Icon Blazer","https://rstyle.me/+saUfqNO5ufXGdoMfqNKQkw","Open","$5.57",""
5/13/25,"Amazon (US)","Sale commission","Tiffany Wendel","","","Closed","$3.29",""
5/13/25,"Amazon (US)","Sale return","Tiffany Wendel","","","Closed","-$5.61",""
5/12/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$0.42",""
5/12/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$3.71",""
5/12/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$2.87",""
5/12/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$3.92",""
5/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$3.71",""
5/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$2.87",""
5/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$3.92",""
5/12/25,"Nordstrom","Sale commission","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","$0.42",""
5/12/25,"Nordstrom","Sale return","Tiffany Wendel","Lexi Mid Rise Bowed Straight Leg Jeans","https://rstyle.me/+SsiaotS1OWuo4o-1KkCVQQ","Open","-$11.83",""
